delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delayed,delivery_status,delivery_rating,delivery_cost,actual_delivery_hours,expected_delivery_hours,delivery_delay_hours
2165,ecom express,automobile parts,scooter,standard,north,hot,159.2,30.24,no,delivered,5,886.72,6.0,24.0,-18.0
2166,ecom express,pharmacy,van,standard,north,clear,28.4,49.52,no,delivered,4,291.7,0.0,24.0,-24.0
2167,ekart,documents,ev van,express,east,stormy,235.3,31.95,yes,delayed,2,1322.35,9.0,6.0,3.0
2168,amazon logistics,pharmacy,scooter,two day,north,rainy,126.7,49.52,no,delivered,4,782.45,7.0,16.0,-9.0
2169,ecom express,cosmetics,scooter,express,north,clear,221.1,26.14,yes,failed,1,1233.92,8.0,6.0,2.0
2170,ecom express,furniture,ev van,two day,central,clear,40.0,40.74,no,delivered,4,322.22,2.0,16.0,-14.0
2171,delhivery,automobile parts,van,same day,east,cold,174.0,25.17,no,delivered,3,1045.51,4.0,8.0,-4.0
2172,xpressbees,automobile parts,scooter,express,west,cold,58.2,45.66,no,delivered,5,477.98,2.0,3.0,-1.0
2173,ecom express,groceries,ev bike,two day,east,stormy,174.3,17.39,no,delivered,5,923.67,9.0,16.0,-7.0
2174,xpressbees,furniture,bike,express,north,stormy,127.4,26.48,yes,delayed,3,766.44,8.0,4.0,4.0
2175,ekart,clothing,van,standard,east,rainy,194.3,9.15,no,delivered,5,998.95,8.0,24.0,-16.0
2176,xpressbees,fragile items,scooter,two day,north,cold,28.1,40.38,no,delivered,5,261.64,1.0,16.0,-15.0
2177,delhivery,automobile parts,ev van,standard,west,foggy,270.6,16.08,no,delivered,4,1401.24,9.0,24.0,-15.0
2178,fedex,pharmacy,scooter,express,west,hot,145.2,0.67,yes,delayed,3,778.01,7.0,4.0,3.0
2179,shadowfax,clothing,truck,standard,west,hot,202.2,10.77,no,delivered,4,1043.31,6.0,24.0,-18.0
2180,fedex,furniture,truck,two day,south,foggy,77.7,45.25,no,delivered,4,524.25,5.0,16.0,-11.0
2181,xpressbees,fragile items,van,same day,east,rainy,217.2,21.71,yes,failed,2,1251.13,9.0,8.0,1.0
2182,ekart,electronics,bike,two day,west,foggy,282.1,6.53,no,delivered,5,1430.09,11.0,16.0,-5.0
2183,shadowfax,pharmacy,scooter,two day,east,cold,287.0,30.72,no,delivered,5,1527.16,11.0,16.0,-5.0
2184,shadowfax,pharmacy,ev van,express,central,hot,239.4,47.02,no,delivered,3,1388.06,6.0,6.0,0.0
2185,shadowfax,furniture,truck,express,west,hot,120.7,36.82,yes,delayed,2,763.96,7.0,4.0,3.0
2186,ekart,pharmacy,ev van,express,west,rainy,55.9,32.05,yes,delayed,3,425.65,5.0,3.0,2.0
2187,ekart,automobile parts,truck,standard,west,rainy,80.5,31.03,no,delivered,5,495.59,6.0,24.0,-18.0
2188,ekart,clothing,scooter,two day,north,stormy,225.9,25.49,no,delivered,5,1205.97,9.0,16.0,-7.0
2189,fedex,pharmacy,van,standard,east,clear,85.6,21.17,no,delivered,3,491.51,2.0,24.0,-22.0
2190,shadowfax,fragile items,ev bike,express,west,clear,85.0,13.91,yes,failed,1,516.73,4.0,3.0,1.0
2191,dhl,fragile items,scooter,express,east,stormy,82.9,27.26,yes,delayed,2,546.28,3.0,3.0,0.0
2192,dhl,furniture,truck,standard,east,hot,97.0,4.76,no,delivered,5,499.28,4.0,24.0,-20.0
2193,ekart,automobile parts,ev van,two day,central,foggy,163.9,1.34,no,delivered,5,823.52,7.0,16.0,-9.0
2194,blue dart,documents,ev van,same day,central,rainy,209.1,29.88,yes,delayed,2,1235.14,8.0,8.0,0.0
2195,shadowfax,groceries,van,two day,south,hot,117.4,16.95,no,delivered,4,637.85,3.0,16.0,-13.0
2196,amazon logistics,fragile items,scooter,same day,south,rainy,116.4,39.95,yes,failed,2,801.85,8.0,8.0,0.0
2197,ekart,groceries,truck,express,north,clear,249.4,38.64,yes,delayed,2,1412.92,9.0,6.0,3.0
2198,amazon logistics,groceries,truck,standard,west,hot,60.3,43.13,no,delivered,5,430.89,3.0,24.0,-21.0
2199,shadowfax,pharmacy,ev bike,same day,east,foggy,183.6,24.37,no,delivered,4,1091.11,4.0,8.0,-4.0
2200,blue dart,pharmacy,bike,same day,east,clear,167.1,42.63,no,delivered,4,1063.39,6.0,8.0,-2.0
2201,dhl,automobile parts,truck,standard,central,stormy,138.5,33.07,no,delivered,3,791.71,12.0,24.0,-12.0
2202,delhivery,pharmacy,bike,standard,east,cold,270.7,46.15,no,delivered,4,1491.95,12.0,24.0,-12.0
2203,delhivery,clothing,ev van,express,west,foggy,4.5,23.38,yes,delayed,2,142.64,4.0,2.0,2.0
2204,dhl,electronics,ev van,standard,south,hot,241.0,33.75,no,delivered,5,1306.25,5.0,24.0,-19.0
2205,fedex,automobile parts,ev bike,standard,central,hot,122.9,12.61,no,delivered,4,652.33,3.0,24.0,-21.0
2206,amazon logistics,groceries,scooter,standard,north,hot,247.5,40.31,no,delivered,4,1358.43,4.0,24.0,-20.0
2207,blue dart,clothing,ev bike,express,east,foggy,136.2,36.73,yes,delayed,3,841.19,5.0,4.0,1.0
2208,amazon logistics,documents,van,same day,central,clear,55.3,32.2,no,delivered,3,473.1,1.0,8.0,-7.0
2209,ekart,electronics,truck,two day,west,clear,169.9,7.54,no,delivered,3,872.12,5.0,16.0,-11.0
2210,blue dart,clothing,scooter,two day,north,stormy,292.0,23.38,no,delivered,4,1530.14,15.0,16.0,-1.0
2211,xpressbees,fragile items,van,express,central,stormy,33.3,49.11,yes,delayed,2,363.83,6.0,2.0,4.0
2212,xpressbees,pharmacy,ev van,same day,south,clear,265.6,49.52,yes,delayed,2,1576.8,8.0,8.0,0.0
2213,shadowfax,pharmacy,scooter,standard,east,rainy,187.3,47.72,no,delivered,4,1079.66,11.0,24.0,-13.0
2214,blue dart,electronics,van,two day,east,rainy,246.8,47.77,no,delivered,3,1377.31,7.0,16.0,-9.0
2215,blue dart,cosmetics,scooter,standard,south,hot,247.6,34.44,no,delivered,4,1341.32,6.0,24.0,-18.0
2216,dhl,automobile parts,scooter,standard,south,hot,37.7,32.4,no,delivered,4,285.7,4.0,24.0,-20.0
2217,fedex,automobile parts,van,same day,central,cold,119.8,43.83,no,delivered,3,830.49,3.0,8.0,-5.0
2218,ecom express,groceries,truck,express,west,rainy,172.3,23.01,yes,delayed,3,980.53,8.0,5.0,3.0
2219,ekart,pharmacy,bike,express,central,cold,245.5,16.07,yes,delayed,2,1325.71,10.0,6.0,4.0
2220,blue dart,documents,scooter,express,south,hot,90.7,43.68,no,delivered,4,634.54,2.0,3.0,-1.0
2221,ecom express,fragile items,ev bike,same day,south,clear,289.2,4.99,no,delivered,4,1560.97,7.0,8.0,-1.0
2222,blue dart,automobile parts,scooter,two day,east,stormy,13.8,19.93,no,delivered,4,128.79,3.0,16.0,-13.0
2223,delhivery,documents,van,same day,west,rainy,172.0,42.96,yes,delayed,2,1088.88,10.0,8.0,2.0
2224,dhl,furniture,ev bike,same day,north,cold,195.1,40.32,no,delivered,4,1196.46,6.0,8.0,-2.0
2225,dhl,documents,ev bike,two day,south,foggy,173.1,19.8,no,delivered,4,924.9,6.0,16.0,-10.0
2226,shadowfax,pharmacy,ev van,two day,east,foggy,18.9,21.19,no,delivered,4,158.07,3.0,16.0,-13.0
2227,amazon logistics,documents,bike,standard,north,cold,136.7,19.53,no,delivered,4,742.09,3.0,24.0,-21.0
2228,ecom express,cosmetics,ev bike,express,east,rainy,58.6,37.99,yes,delayed,3,456.97,7.0,3.0,4.0
2229,ekart,automobile parts,ev bike,express,north,stormy,163.7,14.99,yes,delayed,2,913.47,8.0,5.0,3.0
2230,ecom express,fragile items,bike,two day,central,cold,110.4,25.08,no,delivered,5,627.24,6.0,16.0,-10.0
2231,shadowfax,clothing,ev van,same day,east,stormy,248.0,13.84,yes,delayed,3,1381.52,11.0,8.0,3.0
2232,delhivery,clothing,scooter,two day,north,foggy,20.1,40.85,no,delivered,5,223.05,2.0,16.0,-14.0
2233,ecom express,fragile items,van,two day,east,rainy,128.6,48.75,no,delivered,5,789.25,7.0,16.0,-9.0
2234,blue dart,electronics,ev bike,two day,south,rainy,257.8,4.61,no,delivered,5,1302.83,8.0,16.0,-8.0
2235,shadowfax,groceries,truck,same day,east,cold,197.0,22.55,no,delivered,4,1152.65,4.0,8.0,-4.0
2236,amazon logistics,automobile parts,scooter,express,south,foggy,53.7,31.99,no,delivered,4,414.47,2.0,3.0,-1.0
2237,ekart,furniture,scooter,express,east,rainy,242.6,16.75,yes,delayed,3,1313.25,11.0,6.0,5.0
2238,ekart,electronics,ev bike,standard,north,foggy,101.3,11.44,no,delivered,4,540.82,5.0,24.0,-19.0
2239,fedex,automobile parts,scooter,same day,south,clear,157.1,3.9,no,delivered,5,897.2,3.0,8.0,-5.0
2240,amazon logistics,cosmetics,van,same day,south,rainy,176.4,24.36,yes,delayed,2,1055.08,11.0,8.0,3.0
2241,ekart,documents,ev bike,standard,west,cold,36.3,16.57,no,delivered,4,231.21,1.0,24.0,-23.0
2242,shadowfax,pharmacy,ev van,express,central,hot,198.8,1.47,no,delivered,4,1048.41,5.0,5.0,0.0
2243,fedex,pharmacy,ev bike,same day,central,cold,205.5,27.3,no,delivered,5,1209.4,6.0,8.0,-2.0
2244,blue dart,furniture,van,two day,south,hot,190.7,32.35,no,delivered,4,1050.55,7.0,16.0,-9.0
2245,xpressbees,automobile parts,scooter,two day,south,clear,203.3,47.88,no,delivered,4,1160.14,6.0,16.0,-10.0
2246,amazon logistics,fragile items,ev van,standard,south,foggy,72.9,22.9,no,delivered,3,433.2,4.0,24.0,-20.0
2247,shadowfax,documents,truck,express,east,clear,69.9,18.23,yes,delayed,2,454.19,4.0,3.0,1.0
2248,blue dart,automobile parts,van,same day,central,clear,75.4,8.24,no,delivered,5,501.72,4.0,8.0,-4.0
2249,blue dart,automobile parts,ev van,standard,south,rainy,79.9,36.72,no,delivered,4,509.66,6.0,24.0,-18.0
2250,dhl,electronics,ev bike,standard,west,clear,109.4,0.67,no,delivered,3,548.53,3.0,24.0,-21.0
2251,fedex,documents,van,two day,south,cold,75.8,46.43,no,delivered,3,518.29,4.0,16.0,-12.0
2252,fedex,pharmacy,scooter,same day,south,stormy,290.2,12.2,yes,delayed,3,1587.6,14.0,8.0,6.0
2253,ekart,fragile items,bike,same day,east,cold,26.0,6.45,no,delivered,5,249.35,2.0,8.0,-6.0
2254,fedex,cosmetics,truck,standard,west,rainy,254.7,28.17,no,delivered,4,1358.01,11.0,24.0,-13.0
2255,ekart,pharmacy,bike,same day,central,stormy,107.7,30.54,no,delivered,5,730.12,6.0,8.0,-2.0
2256,xpressbees,documents,scooter,two day,west,rainy,182.7,31.27,no,delivered,5,1007.31,11.0,16.0,-5.0
2257,amazon logistics,electronics,ev bike,two day,west,stormy,95.7,11.68,no,delivered,5,513.54,6.0,16.0,-10.0
2258,shadowfax,automobile parts,bike,standard,central,stormy,270.7,41.15,no,delivered,5,1476.95,14.0,24.0,-10.0
2259,delhivery,furniture,ev van,standard,west,clear,20.8,3.55,no,delivered,4,114.65,2.0,24.0,-22.0
2260,ecom express,furniture,van,same day,north,stormy,80.0,49.29,yes,delayed,2,647.87,9.0,8.0,1.0
2261,delhivery,automobile parts,ev van,two day,north,rainy,288.3,23.96,no,delivered,3,1513.38,15.0,16.0,-1.0
2262,ecom express,clothing,scooter,standard,east,rainy,108.0,12.12,no,delivered,5,576.36,6.0,24.0,-18.0
2263,delhivery,documents,van,standard,north,cold,76.2,30.19,no,delivered,4,471.57,2.0,24.0,-22.0
2264,fedex,fragile items,ev van,standard,west,hot,89.7,19.98,no,delivered,4,508.44,3.0,24.0,-21.0
2265,delhivery,documents,truck,two day,west,clear,35.4,4.84,no,delivered,4,191.52,3.0,16.0,-13.0
2266,delhivery,automobile parts,ev bike,express,central,clear,102.6,11.82,yes,delayed,2,598.46,5.0,4.0,1.0
2267,xpressbees,fragile items,ev bike,same day,north,clear,96.2,35.27,no,delivered,4,686.81,2.0,8.0,-6.0
2268,xpressbees,electronics,ev bike,standard,west,stormy,84.4,40.1,no,delivered,4,542.3,9.0,24.0,-15.0
2269,blue dart,furniture,van,standard,central,hot,25.3,23.72,no,delivered,5,197.66,2.0,24.0,-22.0
2270,ecom express,cosmetics,van,same day,north,hot,178.8,27.07,no,delivered,5,1075.21,6.0,8.0,-2.0
2271,ekart,furniture,bike,express,west,clear,206.3,22.36,yes,delayed,3,1148.58,6.0,6.0,0.0
2272,ekart,clothing,scooter,standard,central,rainy,211.1,8.56,no,delivered,4,1081.18,10.0,24.0,-14.0
2273,ekart,electronics,bike,express,north,rainy,49.3,21.81,yes,failed,1,361.93,3.0,2.0,1.0
2274,fedex,electronics,scooter,same day,east,cold,194.5,21.77,no,delivered,4,1137.81,3.0,8.0,-5.0
2275,blue dart,clothing,ev bike,standard,north,clear,266.9,37.14,no,delivered,3,1445.92,8.0,24.0,-16.0
2276,dhl,documents,scooter,two day,east,hot,293.4,3.34,no,delivered,4,1477.02,7.0,16.0,-9.0
2277,blue dart,documents,van,standard,central,rainy,268.3,12.7,no,delivered,4,1379.6,11.0,24.0,-13.0
2278,delhivery,fragile items,truck,two day,south,cold,42.0,28.59,no,delivered,3,295.77,2.0,16.0,-14.0
2279,dhl,furniture,bike,same day,west,rainy,286.2,11.07,yes,delayed,3,1564.21,8.0,8.0,0.0
2280,xpressbees,clothing,ev bike,standard,central,foggy,97.9,22.28,no,delivered,5,556.34,7.0,24.0,-17.0
2281,xpressbees,electronics,ev bike,two day,north,stormy,9.9,24.77,no,delivered,3,123.81,6.0,16.0,-10.0
2282,dhl,clothing,scooter,express,east,cold,109.9,8.1,yes,failed,1,623.8,5.0,4.0,1.0
2283,ekart,documents,bike,express,south,foggy,92.9,15.8,yes,delayed,3,561.9,4.0,3.0,1.0
2284,amazon logistics,cosmetics,bike,standard,central,foggy,203.1,29.61,no,delivered,5,1104.33,7.0,24.0,-17.0
2285,xpressbees,electronics,scooter,standard,west,foggy,295.2,38.53,no,delivered,3,1591.59,10.0,24.0,-14.0
2286,amazon logistics,groceries,bike,express,east,rainy,218.4,23.78,yes,delayed,3,1213.34,6.0,6.0,0.0
2287,ecom express,furniture,bike,express,west,cold,203.7,0.86,no,delivered,4,1071.08,4.0,6.0,-2.0
2288,amazon logistics,clothing,van,two day,north,stormy,51.7,33.64,no,delivered,5,359.42,7.0,16.0,-9.0
2289,ecom express,electronics,truck,same day,east,cold,216.2,18.28,yes,delayed,2,1235.84,9.0,8.0,1.0
2290,dhl,documents,bike,standard,west,cold,82.3,22.91,no,delivered,4,480.23,4.0,24.0,-20.0
2291,dhl,clothing,truck,two day,central,foggy,84.4,45.54,no,delivered,5,558.62,4.0,16.0,-12.0
2292,ekart,fragile items,van,express,north,cold,130.5,21.18,no,delivered,5,766.04,3.0,4.0,-1.0
2293,ekart,automobile parts,scooter,same day,central,clear,268.1,45.71,no,delivered,4,1577.63,5.0,8.0,-3.0
2294,xpressbees,pharmacy,bike,two day,south,rainy,65.9,13.73,no,delivered,4,370.69,4.0,16.0,-12.0
2295,xpressbees,cosmetics,ev bike,same day,central,foggy,267.8,34.69,yes,delayed,3,1543.07,11.0,8.0,3.0
2296,amazon logistics,cosmetics,bike,express,central,clear,149.4,21.8,no,delivered,5,862.4,4.0,4.0,0.0
2297,blue dart,fragile items,scooter,standard,west,clear,21.6,46.99,no,delivered,5,248.97,2.0,24.0,-22.0
2298,fedex,electronics,ev bike,standard,central,foggy,202.4,37.05,no,delivered,3,1123.15,9.0,24.0,-15.0
2299,blue dart,automobile parts,truck,same day,east,clear,201.7,12.88,no,delivered,5,1147.14,5.0,8.0,-3.0
2300,ecom express,furniture,ev van,two day,west,cold,289.8,22.94,no,delivered,4,1517.82,11.0,16.0,-5.0
2301,ekart,furniture,bike,standard,central,stormy,96.6,45.95,no,delivered,5,620.85,8.0,24.0,-16.0
2302,blue dart,fragile items,scooter,standard,south,cold,30.5,33.32,no,delivered,3,252.46,1.0,24.0,-23.0
2303,shadowfax,furniture,truck,express,west,stormy,133.7,43.21,yes,delayed,2,848.13,7.0,4.0,3.0
2304,amazon logistics,documents,scooter,two day,west,rainy,85.2,16.04,no,delivered,4,474.12,6.0,16.0,-10.0
2305,ecom express,electronics,van,two day,east,stormy,164.6,38.12,no,delivered,4,937.36,9.0,16.0,-7.0
2306,delhivery,clothing,scooter,standard,east,clear,171.0,7.0,no,delivered,4,876.0,8.0,24.0,-16.0
2307,ekart,electronics,ev bike,same day,west,stormy,103.5,42.68,no,delivered,5,745.54,6.0,8.0,-2.0
2308,blue dart,groceries,ev bike,two day,east,hot,286.0,27.41,no,delivered,3,1512.23,6.0,16.0,-10.0
2309,ekart,fragile items,ev bike,two day,east,foggy,52.9,2.92,no,delivered,4,273.26,4.0,16.0,-12.0
2310,fedex,groceries,truck,two day,east,rainy,65.9,13.62,no,delivered,5,370.36,6.0,16.0,-10.0
2311,ekart,pharmacy,van,two day,east,cold,116.2,24.97,no,delivered,5,655.91,5.0,16.0,-11.0
2312,delhivery,clothing,truck,express,east,rainy,162.3,25.89,yes,delayed,2,939.17,9.0,5.0,4.0
2313,fedex,pharmacy,bike,express,east,rainy,161.3,37.14,yes,failed,1,967.92,12.0,5.0,7.0
2314,delhivery,automobile parts,truck,two day,south,hot,212.0,27.73,no,delivered,3,1143.19,7.0,16.0,-9.0
2315,ekart,documents,scooter,same day,north,rainy,26.9,39.36,no,delivered,5,352.58,6.0,8.0,-2.0
2316,delhivery,furniture,ev van,standard,east,rainy,283.2,40.68,no,delivered,4,1538.04,9.0,24.0,-15.0
2317,delhivery,automobile parts,scooter,standard,east,clear,17.5,30.44,no,delivered,5,178.82,2.0,24.0,-22.0
2318,dhl,pharmacy,bike,two day,north,hot,191.5,10.95,no,delivered,5,990.35,7.0,16.0,-9.0
2319,amazon logistics,groceries,ev van,standard,east,clear,158.1,32.83,no,delivered,4,888.99,6.0,24.0,-18.0
2320,xpressbees,clothing,bike,same day,central,cold,75.2,22.01,no,delivered,4,542.03,3.0,8.0,-5.0
2321,delhivery,automobile parts,truck,express,south,clear,113.9,4.02,yes,delayed,2,631.56,4.0,4.0,0.0
2322,delhivery,pharmacy,van,standard,central,clear,147.7,23.93,no,delivered,3,810.29,3.0,24.0,-21.0
2323,dhl,electronics,scooter,standard,east,cold,17.2,40.54,no,delivered,5,207.62,1.0,24.0,-23.0
2324,shadowfax,furniture,van,same day,south,stormy,108.9,21.9,yes,failed,1,710.2,9.0,8.0,1.0
2325,xpressbees,automobile parts,ev bike,two day,central,hot,125.5,18.42,no,delivered,5,682.76,3.0,16.0,-13.0
2326,amazon logistics,automobile parts,bike,standard,central,hot,148.1,9.89,no,delivered,5,770.17,5.0,24.0,-19.0
2327,dhl,clothing,truck,same day,central,rainy,145.3,27.89,no,delivered,5,910.17,5.0,8.0,-3.0
2328,blue dart,groceries,ev van,same day,west,stormy,292.3,12.95,yes,delayed,2,1600.35,15.0,8.0,7.0
2329,delhivery,automobile parts,scooter,two day,west,foggy,264.9,31.08,no,delivered,5,1417.74,11.0,16.0,-5.0
2330,blue dart,fragile items,ev bike,same day,central,cold,210.7,0.67,no,delivered,4,1155.06,4.0,8.0,-4.0
2331,delhivery,pharmacy,ev van,standard,central,cold,293.0,18.21,no,delivered,5,1519.63,7.0,24.0,-17.0
2332,amazon logistics,documents,ev van,express,central,clear,99.3,38.04,no,delivered,3,660.62,3.0,3.0,0.0
2333,ekart,cosmetics,truck,two day,central,stormy,91.6,1.63,no,delivered,5,462.89,7.0,16.0,-9.0
2334,amazon logistics,pharmacy,ev van,two day,south,cold,139.8,5.18,no,delivered,5,714.54,4.0,16.0,-12.0
2335,fedex,furniture,ev bike,express,central,foggy,204.7,48.49,yes,delayed,2,1218.97,9.0,6.0,3.0
2336,fedex,automobile parts,truck,two day,central,stormy,212.2,0.67,no,delivered,4,1062.92,7.0,16.0,-9.0
2337,fedex,groceries,bike,standard,central,hot,196.1,38.14,no,delivered,4,1094.92,7.0,24.0,-17.0
2338,amazon logistics,pharmacy,ev van,same day,north,rainy,58.6,18.14,no,delivered,4,447.42,4.0,8.0,-4.0
2339,delhivery,electronics,scooter,two day,north,rainy,66.2,14.59,no,delivered,4,374.77,2.0,16.0,-14.0
2340,delhivery,cosmetics,ev bike,same day,central,stormy,94.6,35.67,no,delivered,4,680.01,7.0,8.0,-1.0
2341,dhl,furniture,truck,standard,west,cold,130.9,42.37,no,delivered,4,781.61,6.0,24.0,-18.0
2342,dhl,fragile items,van,standard,east,stormy,109.8,21.91,no,delivered,4,614.73,7.0,24.0,-17.0
2343,fedex,documents,ev bike,same day,west,hot,200.4,0.67,no,delivered,3,1102.63,5.0,8.0,-3.0
2344,xpressbees,automobile parts,truck,two day,west,clear,200.7,44.23,no,delivered,5,1136.19,8.0,16.0,-8.0
2345,shadowfax,pharmacy,ev bike,two day,north,clear,96.3,45.02,no,delivered,4,616.56,3.0,16.0,-13.0
2346,ekart,clothing,ev van,two day,south,cold,223.8,29.71,no,delivered,3,1208.13,7.0,16.0,-9.0
2347,ekart,clothing,scooter,two day,east,hot,110.9,12.18,no,delivered,3,591.04,3.0,16.0,-13.0
2348,xpressbees,clothing,ev bike,two day,north,clear,11.3,48.41,no,delivered,5,201.73,1.0,16.0,-15.0
2349,blue dart,documents,bike,two day,central,foggy,196.3,21.9,no,delivered,5,1047.2,5.0,16.0,-11.0
2350,fedex,furniture,ev bike,two day,north,rainy,236.8,45.47,no,delivered,3,1320.41,10.0,16.0,-6.0
2351,fedex,fragile items,bike,two day,east,stormy,203.7,12.29,no,delivered,5,1055.37,10.0,16.0,-6.0
2352,xpressbees,automobile parts,scooter,express,north,stormy,57.3,45.66,yes,delayed,2,473.48,6.0,3.0,3.0
2353,xpressbees,cosmetics,scooter,same day,north,clear,129.7,37.64,no,delivered,3,861.42,3.0,8.0,-5.0
2354,fedex,furniture,ev bike,standard,east,hot,240.2,22.3,no,delivered,5,1267.9,6.0,24.0,-18.0
2355,ekart,pharmacy,van,same day,west,rainy,22.9,2.5,no,delivered,5,222.0,6.0,8.0,-2.0
2356,dhl,documents,van,same day,south,stormy,283.2,19.18,yes,failed,2,1573.54,14.0,8.0,6.0
2357,dhl,documents,van,standard,east,hot,13.0,43.12,no,delivered,4,194.36,1.0,24.0,-23.0
2358,blue dart,furniture,truck,standard,central,stormy,56.9,33.74,no,delivered,4,385.72,6.0,24.0,-18.0
2359,shadowfax,fragile items,ev van,two day,south,cold,184.3,15.05,no,delivered,4,966.65,7.0,16.0,-9.0
2360,blue dart,electronics,ev bike,same day,central,foggy,142.6,30.11,no,delivered,5,903.33,4.0,8.0,-4.0
2361,shadowfax,electronics,bike,standard,central,rainy,180.5,46.66,no,delivered,3,1042.48,10.0,24.0,-14.0
2362,xpressbees,clothing,truck,express,east,stormy,136.5,19.93,yes,delayed,3,792.29,6.0,4.0,2.0
2363,ecom express,clothing,bike,two day,west,hot,250.2,11.47,no,delivered,4,1285.41,6.0,16.0,-10.0
2364,blue dart,clothing,bike,same day,central,foggy,289.6,42.36,yes,delayed,2,1632.7206,12.0,8.0,4.0
2365,xpressbees,clothing,scooter,two day,west,clear,231.5,27.07,no,delivered,3,1238.71,9.0,16.0,-7.0
2366,delhivery,electronics,ev bike,same day,east,rainy,178.9,28.65,yes,delayed,3,1080.45,10.0,8.0,2.0
2367,dhl,groceries,ev van,same day,central,stormy,114.5,46.28,yes,failed,1,811.34,10.0,8.0,2.0
2368,blue dart,cosmetics,scooter,standard,central,foggy,190.1,20.27,no,delivered,4,1011.31,9.0,24.0,-15.0
2369,blue dart,clothing,ev van,two day,south,cold,238.4,36.67,no,delivered,4,1302.01,10.0,16.0,-6.0
2370,blue dart,documents,scooter,same day,west,cold,236.5,43.31,yes,delayed,3,1412.43,9.0,8.0,1.0
2371,delhivery,automobile parts,scooter,standard,south,stormy,3.6,29.93,no,delivered,5,106.79,6.0,24.0,-18.0
2372,amazon logistics,clothing,bike,express,west,foggy,210.2,30.38,yes,delayed,2,1192.14,7.0,6.0,1.0
2373,delhivery,automobile parts,bike,two day,north,rainy,61.6,24.83,no,delivered,5,382.49,3.0,16.0,-13.0
2374,dhl,furniture,truck,standard,south,hot,160.4,4.69,no,delivered,4,816.07,5.0,24.0,-19.0
2375,xpressbees,cosmetics,van,same day,west,cold,223.9,14.38,no,delivered,3,1262.64,7.0,8.0,-1.0
2376,ecom express,documents,bike,express,west,stormy,287.4,19.26,yes,delayed,3,1544.78,12.0,7.0,5.0
2377,amazon logistics,documents,truck,express,east,clear,11.8,12.82,no,delivered,4,147.46,1.0,2.0,-1.0
2378,blue dart,groceries,van,standard,west,rainy,99.0,13.81,no,delivered,5,536.43,4.0,24.0,-20.0
2379,ecom express,clothing,van,same day,east,stormy,19.4,43.65,no,delivered,4,327.95,5.0,8.0,-3.0
2380,shadowfax,documents,ev van,express,north,clear,231.5,29.59,yes,failed,2,1296.27,8.0,6.0,2.0
2381,blue dart,automobile parts,van,same day,central,stormy,52.5,47.11,yes,delayed,2,503.83,8.0,8.0,0.0
2382,fedex,electronics,van,express,north,clear,38.2,22.74,no,delivered,3,309.22,1.0,2.0,-1.0
2383,ecom express,pharmacy,ev bike,standard,central,foggy,29.9,31.56,no,delivered,4,244.18,4.0,24.0,-20.0
2384,dhl,cosmetics,ev van,standard,central,foggy,213.4,28.67,no,delivered,5,1153.01,11.0,24.0,-13.0
2385,blue dart,clothing,ev bike,two day,north,stormy,28.0,47.07,no,delivered,4,281.21,4.0,16.0,-12.0
2386,amazon logistics,electronics,van,express,central,rainy,135.0,6.07,yes,failed,1,743.21,8.0,4.0,4.0
2387,ecom express,furniture,scooter,same day,west,stormy,48.9,15.72,no,delivered,5,391.66,7.0,8.0,-1.0
2388,ecom express,clothing,scooter,express,west,rainy,189.7,37.65,yes,delayed,3,1111.45,7.0,5.0,2.0
2389,ecom express,automobile parts,bike,express,south,foggy,44.1,38.79,yes,failed,1,386.87,4.0,2.0,2.0
2390,amazon logistics,clothing,ev bike,two day,north,cold,70.7,5.64,no,delivered,5,370.42,3.0,16.0,-13.0
2391,fedex,clothing,ev bike,two day,north,clear,257.3,27.79,no,delivered,4,1369.87,8.0,16.0,-8.0
2392,blue dart,documents,van,standard,east,foggy,6.0,12.53,no,delivered,4,95.6674,2.0,24.0,-22.0
2393,shadowfax,documents,ev van,standard,west,cold,11.4,42.43,no,delivered,5,184.29,2.0,24.0,-22.0
2394,blue dart,clothing,ev van,express,north,rainy,220.5,38.01,yes,delayed,2,1266.53,10.0,6.0,4.0
2395,fedex,pharmacy,truck,standard,south,foggy,64.3,27.88,no,delivered,4,405.14,5.0,24.0,-19.0
2396,shadowfax,groceries,scooter,standard,central,rainy,70.4,31.42,no,delivered,3,446.26,4.0,24.0,-20.0
2397,ecom express,furniture,truck,two day,east,clear,3.6,46.33,no,delivered,3,155.49,2.0,16.0,-14.0
2398,ekart,documents,ev bike,standard,north,foggy,153.7,0.67,no,delivered,5,769.61,7.0,24.0,-17.0
2399,ekart,electronics,truck,standard,central,stormy,119.4,31.63,no,delivered,4,691.89,11.0,24.0,-13.0
2400,xpressbees,electronics,van,express,south,rainy,250.2,3.85,yes,failed,1,1312.55,9.0,7.0,2.0
2401,delhivery,electronics,truck,same day,north,stormy,32.0,47.56,yes,delayed,3,402.68,8.0,8.0,0.0
2402,shadowfax,fragile items,ev van,express,east,clear,297.1,18.07,yes,delayed,2,1601.71,8.0,7.0,1.0
2403,xpressbees,documents,van,same day,north,stormy,17.6,13.13,no,delivered,4,227.39,6.0,8.0,-2.0
2404,fedex,documents,scooter,same day,west,cold,66.9,0.67,no,delivered,5,435.85,3.0,8.0,-5.0
